City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Bocana de Paiwas,NI,1584318221,68,12.79,-85.12,77.85,8.32
Tancanhuitz,MX,1584318224,86,21.6,-98.97,71.67,3.83
West Bay,KY,1584318226,78,19.37,-81.42,78.8,11.41
Pueblo Nuevo,MX,1584318228,44,23.38,-105.38,70.7,6.44
Chemax,MX,1584318231,55,20.65,-87.93,81.61,5.84
Lüshunkou,CN,1584317961,40,38.8,121.27,33.8,6.71
Puerto El Triunfo,SV,1584318009,58,13.28,-88.55,87.8,5.82
Tlacotepec (San Mateo),MX,1584318237,94,20.07,-97.87,56.46,4.38
Tulum,MX,1584318088,74,20.22,-87.47,80.6,8.05
San Marcos,US,1584318065,63,33.14,-117.17,64.4,9.73
Escobal,PA,1584318244,61,9.15,-79.96,86.0,10.29
Key Largo,US,1584317906,69,25.09,-80.45,77.0,5.82
Badiraguato,MX,1584318248,47,25.37,-107.52,82.0,3.36
Ojinaga,MX,1584318251,22,29.57,-104.42,86.0,6.93
Motozintla,MX,1584318253,70,15.37,-92.23,86.0,5.82
Corinth,GR,1584317867,71,37.94,22.96,51.8,9.17
Springfield,US,1584318148,80,37.22,-93.3,39.2,5.82
Río de Jesús,PA,1584318259,53,7.98,-81.16,82.08,10.07
San Juan de Flores,HN,1584318263,41,14.27,-87.03,80.6,11.41
Juventino Rosas,MX,1584318175,23,20.65,-101.0,82.4,7.92
Chapulhuacán,MX,1584318268,82,21.17,-98.9,67.96,5.35
Barillas,GT,1584318270,84,15.8,-91.32,62.47,8.1
San Miguelito,PA,1584318273,61,9.03,-79.5,86.0,10.29
Tunkas,MX,1584318275,50,20.9,-88.75,84.88,10.6
Soto la Marina,MX,1584317764,76,23.77,-98.22,75.13,12.75
San Carlos,VE,1584318279,30,9.66,-68.58,83.25,7.85
Tonaya,MX,1584318281,74,19.78,-103.97,80.6,13.87
San José Poaquil,GT,1584318284,43,14.82,-90.91,73.4,18.34
Santo Domingo,DO,1584318216,73,18.5,-69.99,80.6,6.93
Candelaria,PH,1584318288,89,13.93,121.42,77.0,3.0
Frontera,MX,1584318290,62,26.93,-101.45,80.01,4.0
Jiménez,MX,1584318292,20,28.33,-105.4,77.0,8.05
Talā,EG,1584318295,89,30.68,30.94,55.85,3.15
Pijijiapan,MX,1584318297,71,15.7,-93.23,82.08,4.97
Eagle Pass,US,1584318299,73,28.71,-100.5,82.4,9.17
La Santisima Trinidad,BO,1584318301,79,-14.83,-64.9,86.0,1.74
Ocotlán,MX,1584318304,26,20.35,-102.77,84.0,5.82
Palau,PW,1584318306,78,7.5,134.62,82.4,9.17
San Juan Evangelista,MX,1584318308,78,17.9,-95.13,80.6,17.22
San Martín Jilotepeque,GT,1584318310,43,14.79,-90.79,73.4,18.34
Santa María del Oro,MX,1584318312,14,25.93,-105.37,79.81,17.0
Cusuna,HN,1584318315,80,15.85,-85.23,78.1,7.85
Valle Hermoso,MX,1584318315,54,25.67,-97.83,82.4,9.17
Ocotal,NI,1584318319,51,13.63,-86.48,77.34,9.53
Bonanza,NI,1584318323,96,14.03,-84.59,71.49,2.75
Chiriquí Grande,PA,1584318326,65,8.95,-82.12,66.0,8.01
Matanzas,CU,1584318328,73,23.04,-81.58,75.2,12.75
Bayonet Point,US,1584318117,83,28.33,-82.68,78.01,9.75
Laredo,US,1584318333,45,27.51,-99.51,87.8,20.8
Yago,MX,1584318335,60,21.83,-105.07,75.2,9.17
New Port Richey,US,1584318283,83,28.24,-82.72,78.01,12.19
Mapastepec,MX,1584318339,71,15.43,-92.9,82.08,4.97
Concepción del Oro,MX,1584318342,30,24.63,-101.42,74.23,12.3
Nadadores,MX,1584318344,62,27.05,-101.6,80.01,4.0
Marathon,US,1584317830,87,44.9,-89.77,33.8,5.82
Homestead,US,1584318190,73,25.47,-80.48,77.0,6.93
Zacualpan,MX,1584318350,60,21.25,-105.17,77.0,9.17
Cuautlalpan,MX,1584318353,31,19.44,-98.91,75.2,20.8
Santa Apolonia,GT,1584318355,43,14.79,-90.97,73.4,18.34
Chiautla,MX,1584318357,31,19.53,-98.88,75.2,20.8
Callaway,US,1584318359,78,30.15,-85.57,72.0,6.73
San Jeronimito,MX,1584318362,66,17.55,-101.33,86.0,10.29
Teacapan,MX,1584317806,49,22.55,-105.75,81.82,5.55
Rockport,US,1584318366,94,28.02,-97.05,73.99,14.99
Zaragoza,ES,1584318368,93,41.66,-0.88,54.0,2.24
La Brea,HN,1584318370,79,15.8,-85.97,79.83,12.19
Los Palacios,CU,1584318372,70,22.59,-83.25,76.14,3.62
Cuauhtémoc,MX,1584318375,33,28.42,-106.87,66.0,14.0
Acala,MX,1584318377,54,16.57,-92.8,84.2,24.16
Chignahuapan,MX,1584318379,94,19.83,-98.03,56.46,4.38
Piedra Gorda,PR,1584318381,81,18.43,-66.89,77.0,9.17
La Guacamaya,HN,1584318384,74,15.25,-87.8,84.2,11.41
Miramar,US,1584318386,65,25.99,-80.23,77.0,11.41
Timucuy,MX,1584318388,52,20.82,-89.52,87.8,11.41
Niltepec,MX,1584318391,43,16.57,-94.62,87.85,9.89
Dolores,AR,1584318279,83,-36.31,-57.68,56.03,8.1
South Venice,US,1584318395,88,27.05,-82.42,77.0,5.82
Tequisquiapan,MX,1584318197,38,20.52,-99.87,77.0,17.22
Cedral,MX,1584318400,36,23.8,-100.73,74.52,16.82
Bisira,PA,1584318402,90,8.52,-81.71,66.6,12.57
Palmetto,US,1584318404,78,27.52,-82.57,80.6,5.82
Santander Jiménez,MX,1584318406,54,24.22,-98.47,79.97,15.64
Coxquihui,MX,1584318408,78,20.18,-97.58,80.6,9.17
Cuajinicuilapa,MX,1584318411,58,16.47,-98.42,85.06,7.58
Donna,US,1584318413,54,26.17,-98.05,82.4,9.17
Platón Sánchez,MX,1584318415,64,21.28,-98.37,80.87,11.72
Chihuahua,MX,1584318417,20,28.5,-106.0,77.0,8.05
Golfito,CR,1584318419,80,8.64,-83.17,78.08,2.86
Nieves,PH,1584318422,74,15.33,120.95,78.8,6.93
Isla Aguada,MX,1584318424,83,18.78,-91.47,78.8,11.41
Pasaquina,SV,1584318426,58,13.58,-87.84,87.8,5.82
Las Vegas,US,1584318134,28,36.17,-115.14,69.8,16.11
Horconcitos,PA,1584318431,77,8.47,-81.8,71.6,8.99
San Felipe Orizatlán,MX,1584318433,76,21.18,-98.62,74.21,5.5
Travesía,HN,1584318435,74,15.87,-87.9,84.2,11.41
Chichica,PA,1584318437,66,8.49,-82.16,84.2,2.24
Nacajuca,MX,1584318439,51,18.13,-93.02,86.0,9.22
Bonita Springs,US,1584318277,73,26.34,-81.78,78.01,5.82
Ciudad del Maíz,MX,1584318346,45,22.4,-99.6,75.99,11.99
El Salto,MX,1584318446,45,20.33,-104.5,75.16,6.31
Calderitas,MX,1584318448,65,18.55,-88.25,82.4,10.29
Nueva Guinea,NI,1584318450,81,11.69,-84.46,74.73,11.39
Jacala,MX,1584318453,82,21.02,-99.18,67.96,5.35
Valle de Allende,MX,1584318184,20,26.93,-105.4,78.75,16.93
La Reforma,MX,1584318457,47,25.08,-108.05,80.6,3.36
Palmas Bellas,PA,1584318459,61,9.23,-80.09,86.0,10.29
Colón,PA,1584318461,61,9.36,-79.9,86.0,10.29
