City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Acapulco de Juárez,MX,1584317651,74,16.86,-99.89,84.2,9.17
Hanna,CA,1584316951,71,51.63,-111.9,7.0,7.0
Porto Walter,BR,1584317703,82,-8.27,-72.74,78.39,2.01
Dryden,CA,1584317121,54,49.78,-92.75,28.4,10.29
San Luis,AR,1584317708,56,-33.3,-66.34,65.1,20.36
Katy,US,1584317525,65,29.79,-95.82,79.0,13.87
Hacarí,CO,1584317713,75,8.32,-73.15,70.93,3.56
Huarmey,PE,1584317716,63,-10.07,-78.15,75.9,3.74
Beamsville,CA,1584317718,52,43.17,-79.48,34.0,10.29
Acajutla,SV,1584317514,26,13.59,-89.83,93.2,6.93
Corn Island,NI,1584317723,78,12.17,-83.04,80.76,17.25
Palizada,MX,1584317727,83,18.25,-92.08,78.8,11.41
Mulegé,MX,1584317216,53,26.88,-111.98,68.31,5.64
Outlook,CA,1584317732,77,51.5,-107.05,10.99,4.0
Rock Sound,BS,1584317509,75,24.9,-76.2,72.61,11.86
Holden,US,1584317737,21,42.35,-71.86,41.0,14.99
Ostuacán,MX,1584317739,84,17.42,-93.3,77.38,8.46
Chapais,CA,1584317743,54,49.78,-74.85,5.0,4.7
Greater Sudbury,CA,1584317746,29,46.49,-80.99,24.8,4.7
Tomatlán,MX,1584317748,67,19.93,-105.25,79.21,5.59
Ciudad Ojeda,VE,1584317750,72,10.2,-71.31,82.96,25.05
Raymond,US,1584317753,29,43.9,-70.47,34.0,11.41
The Pas,CA,1584317755,78,53.83,-101.25,15.8,4.7
Escanaba,US,1584317757,68,45.75,-87.06,30.99,5.82
Pinotepa Nacional,MX,1584317572,57,16.32,-98.02,81.93,8.3
Tuskegee,US,1584317666,61,32.42,-85.69,78.8,3.04
Soto la Marina,MX,1584317764,76,23.77,-98.22,75.13,12.75
Waspán,NI,1584317766,78,14.74,-83.97,80.6,5.82
San Jose,US,1584317719,76,37.34,-121.89,55.0,4.7
Laguna de Perlas,NI,1584317770,78,12.34,-83.67,82.4,4.7
Whitefish,US,1584317773,39,48.41,-114.34,28.99,1.14
Peace River,CA,1584317775,47,56.25,-117.29,14.0,8.05
Lively,CA,1584317778,29,46.43,-81.15,24.8,4.7
Bainbridge Island,US,1584317703,33,47.63,-122.52,46.99,14.99
Hilton Head,US,1584317701,93,32.22,-80.75,75.2,9.17
Alamogordo,US,1584317711,43,32.9,-105.96,73.0,14.99
San Ignacio Río Muerto,MX,1584317788,31,27.42,-110.23,78.8,8.05
Meadow Lake,US,1584317791,29,34.8,-106.54,68.0,12.75
Caronport,CA,1584317206,82,50.45,-105.82,19.0,3.0
Revelstoke,CA,1584317745,37,50.98,-118.2,33.8,12.75
Minden,DE,1584317799,65,52.28,8.92,50.0,5.82
Williamsburg,US,1584317802,70,37.27,-76.71,48.2,5.82
Lázaro Cárdenas,MX,1584317466,69,17.96,-102.2,81.68,6.93
Teacapan,MX,1584317806,49,22.55,-105.75,81.82,5.55
Washington,US,1584317526,44,47.5,-120.5,42.8,3.36
Pecos,US,1584317812,93,31.42,-103.49,57.2,8.05
Ahome,MX,1584317814,56,25.92,-109.18,70.0,10.29
Marshall,US,1584317816,93,34.38,-86.33,55.0,4.7
Cedar City,US,1584317819,47,37.68,-113.06,55.4,26.4
Ardmore,US,1584317528,81,34.17,-97.14,55.4,5.64
Bayshore Gardens,US,1584317824,78,27.43,-82.59,79.0,8.05
Great Falls,US,1584317279,71,47.5,-111.3,8.01,5.82
Marathon,US,1584317830,87,44.9,-89.77,33.8,5.82
Golden,US,1584317832,39,39.76,-105.22,59.0,3.36
Santa Isabel,BR,1584317834,83,-23.32,-46.22,77.0,9.17
Agua Dulce,MX,1584317837,78,18.13,-94.13,80.6,17.22
Cartagena,CO,1584317453,69,10.4,-75.51,82.4,13.87
Pueblo,US,1584317842,65,38.25,-104.61,46.4,4.7
Nuevo Ideal,MX,1584317844,15,24.89,-105.07,75.69,17.13
Hudson Bay,CA,1584317847,86,52.85,-102.38,15.98,8.88
South Lake Tahoe,US,1584317641,65,38.93,-119.98,48.2,18.34
San Juan de Arama,CO,1584317852,89,3.35,-73.89,70.45,1.88
Guane,CU,1584317856,68,22.2,-84.09,76.77,4.47
Nechí,CO,1584317859,61,8.09,-74.78,83.52,4.34
Redlands,US,1584317772,62,34.06,-117.18,71.6,6.06
Virden,US,1584317864,71,39.5,-89.77,42.01,8.05
Corinth,GR,1584317867,71,37.94,22.96,51.8,9.17
San Luis de la Paz,MX,1584317869,49,21.3,-100.52,75.0,7.0
Mazamari,PE,1584317873,92,-11.33,-74.53,65.01,2.82
Pajapan,MX,1584317875,78,18.25,-94.7,80.6,17.22
La Providencia,MX,1584317878,30,28.72,-111.58,80.6,9.17
Valley Station,US,1584317881,76,38.11,-85.87,45.0,5.82
New London,US,1584317884,80,41.36,-72.1,46.0,8.05
High Rock,BS,1584317887,78,26.62,-78.28,73.4,5.82
Jérémie,HT,1584317461,86,18.65,-74.12,66.29,1.99
Grants,US,1584317891,14,35.15,-107.85,62.6,9.17
Winnemucca,US,1584317894,43,40.97,-117.74,51.8,12.75
Jobabo,CU,1584317896,69,20.97,-76.3,75.2,16.11
Brooks,CA,1584317732,68,50.58,-111.89,9.0,4.16
Hong Kong,HK,1584317901,68,22.29,114.16,70.0,19.46
Brownsville,US,1584317903,73,25.9,-97.5,82.4,12.75
Key Largo,US,1584317906,69,25.09,-80.45,77.0,5.82
Manchester,GB,1584317908,81,53.48,-2.24,46.0,10.29
Great Bend,US,1584317519,86,38.36,-98.76,39.2,8.05
Cubarral,CO,1584317913,97,3.79,-73.84,53.98,2.08
Blythe,US,1584317915,31,33.61,-114.6,73.99,17.22
Lewistown,US,1584317918,32,40.6,-77.57,46.99,9.17
Spanish Town,JM,1584317740,61,17.99,-76.96,82.4,12.75
Athabasca,CA,1584317922,88,54.72,-113.29,11.03,6.49
San Jerónimo,PE,1584317918,94,-11.95,-75.28,45.43,7.87
Fairview,US,1584317510,29,40.81,-74.0,50.0,4.7
Spirit River,CA,1584317929,47,55.78,-118.84,18.0,4.59
Santa Ana,US,1584317699,48,33.75,-117.87,66.0,8.05
Hualmay,PE,1584317933,76,-11.1,-77.61,72.79,4.32
Marinette,US,1584317648,79,45.1,-87.63,30.99,5.82
Havelock,US,1584317938,81,34.88,-76.9,50.0,16.11
Ixtapa,MX,1584317509,73,20.7,-105.2,77.0,11.41
Terrace Bay,CA,1584317942,91,48.78,-87.1,11.89,4.65
Sechura,PE,1584317944,78,-5.56,-80.82,76.69,12.28
Shaunavon,CA,1584317491,93,49.65,-108.42,8.91,8.48
Brigantine,US,1584317949,60,39.41,-74.36,44.6,4.21
Wilmington Island,US,1584317951,60,32.0,-80.97,73.99,8.05
Osoyoos,CA,1584317953,35,49.03,-119.45,39.2,25.28
Lewiston,US,1584317694,39,44.1,-70.21,34.0,10.29
Kapuskasing,CA,1584317958,44,49.42,-82.43,17.6,3.36
Lexington,US,1584317960,60,37.99,-84.48,42.8,9.17
Matagami,CA,1584317852,60,49.75,-77.63,8.6,2.24
Pierre,US,1584317465,86,44.37,-100.35,37.0,16.11
Beeville,US,1584317967,74,28.4,-97.75,78.8,14.99
Eten,PE,1584317969,29,-6.91,-79.86,66.2,14.99
Leesburg,US,1584317971,86,39.12,-77.56,46.99,3.51
Bristol,US,1584317973,55,41.83,-71.17,41.0,4.25
Evanston,US,1584317976,64,42.04,-87.69,37.99,6.93
Chepo,PA,1584317978,54,9.17,-79.1,86.0,10.29
Pimentel,PE,1584317980,29,-6.84,-79.93,66.2,14.99
Oro Valley,US,1584317692,15,32.39,-110.97,78.01,11.41
La Ronge,CA,1584317985,57,55.1,-105.28,17.6,12.75
Wahpeton,US,1584317987,69,46.27,-96.61,35.6,11.41
Celestún,MX,1584317779,84,20.87,-90.4,77.14,22.21
Beckley,US,1584317934,93,37.78,-81.19,42.01,5.82
Estelle,US,1584317832,69,29.85,-90.11,79.0,8.05
Douglas,US,1584317951,86,41.3,-96.17,35.01,5.82
Lebanon,US,1584317813,81,36.21,-86.29,44.6,5.82
Carberry,CA,1584318000,86,49.87,-99.36,26.6,11.41
Florence,IT,1584317876,42,43.77,11.25,46.99,4.7
Moose Factory,CA,1584318005,71,51.26,-80.61,3.2,3.36
New Bern,US,1584318007,81,35.11,-77.04,52.0,12.75
Puerto El Triunfo,SV,1584318009,58,13.28,-88.55,87.8,5.82
Juliaca,PE,1584318011,58,-15.5,-70.13,55.4,8.05
Cortez,US,1584318013,33,37.35,-108.59,57.2,10.29
Batesville,US,1584317819,81,35.77,-91.64,44.6,6.93
Pangoa,PE,1584318007,91,-12.12,-73.0,73.6,1.81
Hay River,CA,1584318020,68,60.82,-115.8,28.4,16.11
Témiscaming,CA,1584318022,20,46.72,-79.1,23.0,5.82
Isla Mujeres,MX,1584317590,78,21.23,-86.73,78.8,6.93
San Pedro de Lloc,PE,1584318027,70,-7.43,-79.51,77.36,13.8
Royal Oak,US,1584317927,40,42.49,-83.14,39.99,9.17
Benjamin Constant,BR,1584317912,88,-4.38,-70.03,84.2,2.24
Punta de Piedra,VE,1584318033,44,7.62,-71.49,86.04,4.88
Dibulla,CO,1584318036,85,11.27,-73.31,78.1,14.99
Lufkin,US,1584318038,69,31.34,-94.73,73.4,8.05
La Grande,US,1584317964,85,45.32,-118.09,42.01,5.82
Rodolfo Sánchez Taboada,MX,1584318043,74,31.72,-116.57,63.0,3.0
Almolonga,GT,1584318045,62,14.82,-91.5,86.0,9.17
Puerto Peñasco,MX,1584318047,75,31.32,-113.53,66.0,5.01
Puerto Colombia,CO,1584317820,74,10.99,-74.95,80.6,30.04
Bozeman,US,1584317978,56,45.68,-111.04,19.0,3.36
Venice,US,1584317964,78,27.1,-82.45,77.0,8.05
Ottawa,CA,1584318029,30,45.41,-75.7,28.4,9.17
Port Hueneme,US,1584318058,48,34.15,-119.2,62.6,6.93
El Espinal,MX,1584318061,61,16.33,-94.07,76.24,8.86
Rexburg,US,1584318063,70,43.83,-111.79,44.6,5.82
Scottsbluff,US,1584317992,70,41.87,-103.67,50.0,13.87
Maniwaki,CA,1584318067,63,46.38,-75.97,17.49,5.66
Gravelbourg,CA,1584318069,76,49.88,-106.55,22.33,8.34
Conway,US,1584318047,87,35.09,-92.44,48.99,11.41
Yaguajay,CU,1584318074,78,22.33,-79.24,74.5,14.32
Texarkana,US,1584318076,87,33.43,-94.05,50.0,8.05
Oshkosh,US,1584318034,69,44.02,-88.54,36.0,4.7
Ridgecrest,US,1584318080,38,35.62,-117.67,60.8,23.04
Castaños,MX,1584318083,62,26.78,-101.42,80.01,4.0
Spring Hill,US,1584317730,64,28.48,-82.53,80.6,8.05
Tulum,MX,1584318088,74,20.22,-87.47,80.6,8.05
Yura,PE,1584318090,100,-16.25,-71.68,55.4,6.93
Casma,CL,1584318092,72,-41.01,-73.12,60.8,6.93
Cosautlán,MX,1584318094,92,19.33,-96.98,59.4,3.83
Stettler,CA,1584318096,72,52.32,-112.72,9.0,5.99
Paján,EC,1584318099,91,-1.57,-80.42,71.74,5.23
Bahía Honda,CU,1584317944,76,22.9,-83.16,75.13,11.88
Aguililla,MX,1584318103,60,18.73,-102.73,74.8,7.27
Province of Mantua,IT,1584317845,80,45.17,10.78,46.0,6.93
Willmar,US,1584317895,74,45.12,-95.04,37.4,8.05
Pizarro,CO,1584317985,81,4.95,-77.37,79.43,7.16
Centralia,US,1584317851,36,46.72,-122.95,48.2,9.17
Watertown,US,1584317953,64,42.37,-71.18,39.99,4.7
Bayonet Point,US,1584318117,83,28.33,-82.68,78.01,9.75
Pedasí,PA,1584318119,74,7.53,-80.03,79.03,22.06
Worthington,US,1584318121,60,40.09,-83.02,46.4,9.17
Sandusky,US,1584318123,64,41.35,-83.13,37.99,6.93
Cochrane,CA,1584318125,55,51.18,-114.47,17.01,2.24
Iztapa,GT,1584317864,62,13.93,-90.71,87.8,9.17
Sandpoint,US,1584318130,47,48.28,-116.55,37.4,12.75
Clarence Town,AU,1584318133,68,-32.58,151.78,72.0,19.46
Wilmington,US,1584318135,76,34.23,-77.94,54.0,11.41
Kindersley,CA,1584318137,72,51.47,-109.17,10.99,6.93
Santa Rosalía,MX,1584318140,29,27.32,-112.28,70.12,2.91
Roswell,US,1584318142,82,34.02,-84.36,64.99,4.7
Grimshaw,CA,1584318144,47,56.18,-117.6,18.0,8.05
Grand Forks,US,1584317892,100,47.93,-97.03,28.4,9.17
Capreol,CA,1584318148,29,46.71,-80.92,24.8,4.7
Arica,CL,1584318151,73,-18.48,-70.3,73.4,6.93
Livingston,GB,1584318153,80,55.9,-3.52,42.01,1.12
Rawlins,US,1584318155,42,41.79,-107.24,50.0,14.99
Parrita,CR,1584318077,68,9.52,-84.32,73.4,17.22
Dzilam González,MX,1584317663,84,21.28,-88.93,77.04,26.02
Puerto Nariño,CO,1584318162,88,-3.77,-70.38,80.6,2.24
Nuquí,CO,1584318164,83,5.71,-77.27,77.97,6.02
Kincardine,GB,1584318166,80,56.07,-3.72,42.01,1.12
Santa Barbara,US,1584317973,87,34.42,-119.7,62.6,5.82
Plessisville,CA,1584318009,35,46.22,-71.76,23.0,6.93
Greeneville,US,1584318173,87,36.16,-82.83,54.0,3.06
Harrisburg,US,1584318175,30,40.27,-76.88,46.99,5.82
Mitchell,US,1584317974,76,43.71,-98.03,32.0,13.87
Manzanillo,CU,1584317887,54,20.34,-77.12,76.84,13.62
Cañon City,US,1584318149,100,38.44,-105.24,46.99,4.7
Valle de Allende,MX,1584318184,20,26.93,-105.4,78.75,16.93
Devils Lake,US,1584318018,92,48.11,-98.87,24.8,10.29
Duarte,US,1584318173,48,34.14,-117.98,66.0,8.05
Seguin,US,1584318191,72,29.57,-97.96,70.0,11.41
Phenix City,US,1584317988,53,32.47,-85.0,78.8,3.36
Drumheller,CA,1584318195,43,51.46,-112.71,9.0,2.93
Aguada de Pasajeros,CU,1584318197,57,22.39,-80.85,78.8,10.29
Nicoya,CR,1584318199,54,10.15,-85.45,84.2,24.16
Muisne,EC,1584318110,94,0.6,-80.03,78.8,4.7
Etchoropo,MX,1584318204,53,26.77,-109.67,75.99,5.99
Moctezuma,MX,1584318206,23,29.8,-109.67,70.32,9.4
Price,US,1584317941,40,39.6,-110.81,54.0,14.99
Acarí,PE,1584318128,91,-15.43,-74.62,67.64,3.04
Alice Town,BS,1584318213,72,25.72,-79.3,74.95,13.73
Elizabeth City,US,1584318215,70,36.29,-76.25,48.2,16.11
Yellowknife,CA,1584318089,48,62.46,-114.35,21.2,24.16
Palpa,PE,1584318219,88,-14.53,-75.19,65.59,5.82
Nazas,MX,1584318221,12,25.23,-104.13,84.81,8.7
La Cruz,MX,1584318005,74,23.92,-106.9,75.99,3.0
Devon,GB,1584318226,100,50.75,-3.75,43.0,5.82
La Tuque,CA,1584318151,91,47.43,-72.78,4.3,4.7
Miles City,US,1584318230,85,46.41,-105.84,19.0,12.75
Campoverde,PE,1584318233,88,-8.48,-74.81,77.0,2.24
Atikokan,CA,1584318235,82,48.76,-91.62,24.75,4.81
Puerto Baquerizo Moreno,EC,1584317748,83,-0.9,-89.6,82.4,6.93
La Unión,PE,1584318239,45,-5.4,-80.75,85.3,17.11
Hauterive,FR,1584318242,66,46.09,3.45,48.2,4.7
Payson,US,1584318244,41,40.04,-111.73,60.8,6.93
Ayotzintepec,MX,1584318246,88,17.67,-96.13,71.46,3.2
Ailigandí,PA,1584318248,86,9.23,-78.02,74.14,7.23
Cape Canaveral,US,1584318007,78,28.41,-80.6,78.8,6.93
Pampa,US,1584318253,93,35.54,-100.96,42.8,5.82
Dumas,US,1584318255,100,35.87,-101.97,42.8,9.17
Chino Valley,US,1584318257,44,34.76,-112.45,66.99,12.75
Grafton,US,1584318259,21,42.21,-71.69,41.0,14.99
Santa Fe,AR,1584317610,86,-31.63,-60.7,70.0,3.0
West Plains,US,1584318264,82,36.73,-91.85,41.0,3.36
Glendive,US,1584318266,85,47.11,-104.71,28.4,14.99
Columbus,US,1584317972,70,39.96,-83.0,45.0,4.7
Panabá,MX,1584317901,69,21.28,-88.27,79.25,12.73
Gainesville,US,1584318273,47,29.65,-82.32,81.0,4.7
Pamplonita,CO,1584318275,65,7.44,-72.64,78.8,4.7
El Copé,PA,1584318277,39,8.62,-80.6,77.0,14.63
Burlington,US,1584318036,48,39.88,-74.64,50.0,9.17
Antofagasta,CL,1584318245,82,-23.65,-70.4,66.2,10.29
Cabral,DO,1584318284,61,18.25,-71.22,82.4,17.22
Dzitbalché,MX,1584318286,39,20.32,-90.05,87.75,3.24
Harrison,US,1584318288,69,30.41,-89.04,75.2,6.93
Macusani,PE,1584318268,99,-14.08,-70.43,32.83,3.33
New York,US,1584318110,29,40.71,-74.01,50.0,4.7
Rapid City,US,1584318006,69,44.08,-103.23,41.0,12.75
Lapeer,US,1584318297,67,43.05,-83.32,36.0,5.82
Tarauacá,BR,1584318299,95,-8.16,-70.77,76.17,0.43
Moa,CU,1584318301,97,20.66,-74.94,65.68,4.14
Leyva Solano,MX,1584318303,56,25.67,-108.64,69.8,10.29
Torrington,US,1584318306,29,41.8,-73.12,46.0,8.05
Panama City,PA,1584317709,61,8.99,-79.52,86.0,10.29
Barranco,PA,1584318310,74,9.52,-82.7,82.4,3.36
Ajuchitlán,MX,1584318312,38,20.72,-100.02,77.0,17.22
Manta,EC,1584318060,83,-0.95,-80.73,80.6,6.93
Bismarck,US,1584318317,100,46.81,-100.78,32.0,5.82
Jasper,US,1584318319,86,37.2,-94.35,43.0,5.82
Iralaya,HN,1584317834,78,15.0,-83.23,80.6,5.82
Macamic,CA,1584318324,50,48.75,-79.0,8.6,2.24
Anta,IN,1584318326,37,25.15,76.3,61.38,5.21
Plainview,US,1584318328,22,40.78,-73.47,48.99,3.36
Danville,US,1584318331,70,36.59,-79.39,48.99,9.17
Hamilton,US,1584318333,84,39.18,-84.53,43.0,5.46
Moyobamba,PE,1584318335,96,-6.05,-76.97,69.22,0.49
Huacho,PE,1584318318,76,-11.11,-77.61,72.79,4.32
Salinas,US,1584317911,62,36.68,-121.66,55.4,12.75
Del Rio,US,1584318342,65,29.36,-100.9,80.6,8.05
Brus Laguna,HN,1584318219,85,15.75,-84.48,75.34,3.58
Ciudad del Maíz,MX,1584318346,45,22.4,-99.6,75.99,11.99
Alpena,US,1584318348,62,45.06,-83.43,26.6,5.82
Lloydminster,CA,1584318351,65,53.28,-110.0,5.0,17.22
Saquena,PE,1584317947,86,-4.67,-73.52,78.51,2.62
Natchez,US,1584318355,77,31.56,-91.4,64.99,9.17
George Town,MY,1584318357,94,5.41,100.34,78.8,2.82
El Dorado,US,1584318345,100,33.21,-92.67,50.0,9.17
Guasdualito,VE,1584318362,37,7.24,-70.73,86.83,3.44
Ontario,US,1584318360,58,34.06,-117.65,66.0,6.93
San Miguel Ameyalco,MX,1584318366,31,19.32,-99.47,87.8,20.8
Houma,US,1584318368,78,29.6,-90.72,80.6,5.82
Swift Current,CA,1584318370,85,50.28,-107.8,14.0,14.99
Eufaula,US,1584318372,65,31.89,-85.15,78.8,2.8
Elko,US,1584318375,26,41.0,-115.5,55.4,13.87
Whitecourt,CA,1584318301,38,54.15,-115.69,23.0,12.75
Jackson,US,1584318379,86,42.42,-122.83,45.0,4.7
Paraíso,CR,1584318382,68,9.84,-83.87,73.4,17.22
Vallenar,CL,1584318215,91,-28.57,-70.76,58.32,3.6
Huntington,US,1584318345,75,38.42,-82.45,44.6,4.74
Senneterre,CA,1584318388,71,48.38,-77.23,3.2,3.36
Bow Island,CA,1584318390,71,49.87,-111.37,10.99,6.93
Spokane,US,1584318393,44,47.62,-117.37,37.4,5.82
Exeter,GB,1584318395,100,50.72,-3.53,44.01,5.82
Key West,US,1584317751,65,24.56,-81.78,78.8,10.29
Mastic Beach,US,1584318400,28,40.77,-72.85,46.4,8.05
Ortega,CO,1584318402,67,3.94,-75.22,81.63,5.82
Primero de Enero,CU,1584318404,73,21.95,-78.43,75.2,12.75
Gillette,US,1584318121,100,44.29,-105.5,21.2,12.75
Olean,US,1584318408,42,42.08,-78.43,35.01,10.29
Villa Juárez,MX,1584318411,47,24.65,-107.54,80.6,3.36
Manaure,CO,1584318413,84,11.78,-72.44,77.7,23.09
Petoa,HN,1584318415,74,15.27,-88.28,82.4,11.41
Buenos Aires,AR,1584318261,72,-34.61,-58.38,69.01,11.41
Macará,EC,1584318419,90,-4.38,-79.95,71.44,1.5
Barra Patuca,HN,1584318027,77,15.8,-84.28,80.31,12.55
